MF0039	GMM	lysine fermentation to acetate and butyrate ((3,6)-diaminohexanoate pathway)	K01843 K01844 K00248 K01036 
MF0040	GMM	lysine degradation (cadaverine pathway)	K01582 
MF0041	GMM	histidine degradation	K01745 K01712 K01468 (K01479,(K05603+K01458),(K00603+K13990)) 
MF0042	GMM	4-aminobutyrate degradation	(K00823,K07250,K13524) ((K00043+K14534),K00135) 
MF0043	GMM	arginine degradation (agmatinase pathway)	(K01583,K01584,K01585,K02626) K01480 
MF0044	GMM	glycocholate degradation	K01442 K00076 
MF0045	GMM	trehalose degradation	(K03731,K01226,K01194,K05342) 
MF0046	GMM	sucrose degradation	K01193 K00847 
MF0047	GMM	lactose and galactose degradation (PTS)	((K02786+K02787+K02788)) K01220 K01819 K00917 (K08302,K01635) 
MF0048	GMM	lactose degradation	(K12111,K01190,K12308) 
MF0049	GMM	maltose degradation	K00691 K01838 
MF0050	GMM	melibiose degradation	(K07406,K07407) 
MF0051	GMM	sucrose degradation (Actinobacteria)	K00690 K00847 K01792 K01835 
MF0052	GMM	chondroitin sulfate and dermatan sulfate degradation	K08961 
MF0053	GMM	allose degradation	K00881 K01808 
MF0054	GMM	arabinose degradation	K01804 
MF0055	GMM	xylose degradation	K01805 K00854 
MF0056	GMM	galactose degradation (Leloir pathway)	K01785 K00849 K00965 K01784 K01838 
MF0057	GMM	alpha-D-glucose and alpha-D-glucose 1-phosphate degradation	K00117 K00845 K01053 K01085 K01792 K01835 
MF0058	GMM	fructose degradation	K00882 
MF0059	GMM	rhamnose degradation	K01813 K00848 K01629 K01803 
MF0060	GMM	ribose degradation	K00852 
MF0061	GMM	mannose degradation	K01809 
MF0062	GMM	starch degradation	(K01176,K07405) (K01200,K01208) (K00688,K00705,K01187,K12047,K01178,K01182,K01214) 
MF0063	GMM	fructan degradation	K03332 
MF0064	GMM	pectin degradation	K01051 K01184 K01213 
MF0065	GMM	pectin degradation - 5-dehydro-4-deoxy-D-glucuronate degradation	(K01728,K01731) K01730 K01815 K00874 K01625 
MF0066	GMM	glycogen metabolism	K00975 K00703 K00700 K00688 K01187 (K01196,K00705) 
MF0067	GMM	PHB production	K00023 K03821 
MF0068	GMM	glucarate degradation	K01706 ((K01707+K13877),(K00042+K01630+K11529)) 
MF0069	GMM	galactarate degradation	K01708 ((K01707+K13877),(K00042+K01630+K11529)) 
MF0070	GMM	galactonate degradation	K01684 K00883 K01631 
MF0071	GMM	D-galacturonate degradation	K01812 K00041 K01685 K00874 
MF0072	GMM	ribitol degradation	K00039 K00875 K01783 
MF0073	GMM	sorbitol degradation (dehydrogenase)	K00008 
MF0074	GMM	mannitol degradation	K00009 
MF0075	GMM	sorbitol degradation (phosphotransferase)/sorbose degradation	K00068 
MF0076	GMM	arabitol degradation	K00007 K00854 
MF0077	GMM	galactitol degradation	K00094 K00917 (K01635,K08302) K01803 
MF0078	GMM	xylitol degradation	K05351 K00854 
MF0079	GMM	bifidobacterium shunt	K01632 K00616 K00615 (K01807,K01808) K01783 K01621 
MF0080	GMM	Glycolysis (preparatory phase)	(K00844,K00845) (K01810,K06859,K13810) K00850 (K01623,K01624) K01803 
MF0081	GMM	Glycolysis (pay-off phase)	(K00134,K00150) K00927 (K01834,K01837) K01689 K00873 
MF0082	GMM	pentose phosphate pathway (oxidative branch)	K00036 (K01057,K07404) K00033 
MF0083	GMM	pyruvate dehydrogenase complex	((K00161+K00162),K00163) K00382 K00627 
MF0084	GMM	pyruvate:ferredoxin oxidoreductase	((K00169+K00170+K00171+K00172)) 
MF0085	GMM	pyruvate:formate lyase	K00656 
MF0086	GMM	TCA cycle	K01647 (K01681,K01682) (K00031,K00030) ((K00164+K00658+K00382)) ((K01902+K01903)) ((K00239+K00240+K00241+K00242),(K00244+K00245+K00246+K00247)) (K01676,K01679,(K01677+K01678)) (K00024,K00116) 
MF0087	GMM	TCA cycle (Mycobacterium pathway)	K01647 (K01681,K01682) (K00031,K00030) K01616 K01637 K01638 ((K00239+K00240+K00241+K00242),(K00244+K00245+K00246+K00247)) K00024 
MF0088	GMM	TCA cycle (Helicobacter pathway)	K01647 (K01681,K01682) (K00031,K00030) ((K00174+K00175+K00176+K00177)) (K01027,(K01028+K01029)) (K01676,K01679,(K01677+K01678)) K00116 
MF0089	GMM	Entner-Doudoroff pathway I	K01690 K01625 
MF0090	GMM	pentose phosphate pathway (non-oxidative branch)	(K01807,K01808) K01783 K00615 (K00616,K13810) 
MF0091	GMM	beta-D-glucuronide and D-glucuronate degradation	K00040 K00874 K01195 K01686 K01812 
MF0092	GMM	kdo2-lipid A synthesis	K00677 K02535 K02536 K03269 K00748 K00912 K02527 K02517 K02560 
MF0093	GMM	homoacetogenesis	((K05299+K15022)) K01938 K01491 K00297 K15023 (K00191,(K00192+K14138),(K00196+K14138),(K00198+K14138),(K03518+K03519+K03520+K14138)) 
MF0094	GMM	hydrogen metabolism	(K00532,(K00533+K00534+K06441),K00436) 
MF0095	GMM	NADH:ferredoxin oxidoreductase	K00529 
MF0096	GMM	methane oxidation	((K16154+K16155+K16156),(K16157+K16158+K16159+K16160+K16161),K08684) 
MF0097	GMM	Methanogenesis - methyl-coM	((K00399+K00400+K00401+K00402+K03421+K03422)) 
MF0098	GMM	methanogenesis from carbon dioxide	((K00200+K00201+K00202+K00203+K00204+K00205+K11261+K11260)) K00672 K01499 K00319 K00320 ((K00440+K00441+K00443)) ((K00577+K00578+K00579+K00580+K00581+K00582+K00583+K00584)) 
MF0099	GMM	methanol conversion	(K04480,K14080,K14081) 
MF0100	GMM	Sulfate reduction (dissimilatory)	(K13811,K00958,K00955,(K00957+K00956)) ((K00394+K00395)) ((K11180+K11181)) 
MF0101	GMM	Sulfate reduction (assimilatory)	(K13811,(K00958+K00860),(K00955+K00957),(K00956+K00957+K00860)) K00390 ((K00380+K00381),K00392) 
MF0102	GMM	mucin degradation	K01186 K05970 (K01132,K01135,K01137,K01205) (K01207,K12373) (K01205,K01207,K12373,K01227,K13714) K01206 
MF0103	GMM	nitrate reduction (assimilatory)	(K00366,K00360,K15875) (K00367,(K00362+K00363)) K01915 K00262 
MF0104	GMM	nitrate reduction (dissimilatory)	(K03385,K05904) 
MF0105	GMM	nitrate reduction (denitrification)	((K00370+K00371+K00374+K00373+K15878+K15879),(K08345+K08346+K08347+K08361),(K02567+K02568)) (K00368,K15864) ((K04561+K02305)) K00376 
MF0106	GMM	anaerobic fatty acid beta-oxidation	K06076 K12507 K06445 ((K00632+K01782)) 
MF0107	GMM	glycerol degradation (propanediol pathway)	((K06120+K06121+K06122)) K00086 
MF0108	GMM	glycerol degradation (dihydroxyacetone pathway)	K00005 K00863 K01803 
MF0109	GMM	glycerol degradation (glycerol kinase pathway)	K00864 K01126 (K00111,(K00112+K00113)) K01803 
MF0110	GMM	glyoxylate bypass	K01647 (K01681,K01682) K01637 K00024 (K01596,K01610) 
MF0111	GMM	triacylglycerol degradation	K01046 K01054 
MF0112	GMM	acetate to acetyl-CoA	K01895 
MF0113	GMM	acetyl-CoA to acetate	((K00625+K00925),K01905,K01067) 
MF0114	GMM	acetyl-CoA to crotonyl-CoA	K00626 (K00023,K01782,K01825,K07516,(K07547+K07548),K15016) (K01715,K01692,K01782,K01825,K13767) 
MF0115	GMM	Crotonyl-coA from succinate	((K01902+K01903)) K15038 K14465 K14466 K14534 
MF0116	GMM	butyrate production via transferase	(K00248,K10783) ((K01034+K01035)) 
MF0117	GMM	butyrate production via kinase	(K00248,K10783) K00634 K00929 
MF0118	GMM	formate conversion	(K00122,(K00123+K00124+K00125+K00126+K00127),(K08348+K08349+K08350),K05299) 
MF0119	GMM	lactate production	(K00016,K03777,K03778) 
MF0120	GMM	lactate consumption	(K00101,K00102) 
MF0121	GMM	propionate production (acrylate pathway)	K01026 (K00249,K00224) 
MF0122	GMM	propionate production (succinate pathway)	((K01902+K01903)) (K01847,K01849,K01848,K11942) K05606 (K03416,K11264) 
MF0123	GMM	propionate production (propanediol pathway)	(K00011,K00048) ((K01699+K13919+K13920)) ((K00086+K13922),(K13921+K13922)) 
MF0124	GMM	Fucose degradation	K01818 K00879 K01628 K01803 
MF0125	GMM	propionate production via kinase	(K13788,K13923) K00932 
MF0126	GMM	propionate production via transferase	K01026 
MF0127	GMM	Succinate production	(K01596,K01610,(K00873+K01958),(K00873+K01959+K01960)) (K00024,K00116,K00051) (K01676,(K01677+K01678),K01679) ((K00239+K00240+K00241+K00242),(K00244+K00245+K00246+K00247)) 
MF0128	GMM	Propionate conversion to succinate	K01908 K01659 K01720 K01682 K03417 
MF0129	GMM	catalase	(K00429,K03781,K03782) 
MF0130	GMM	peroxidase	(K05910,K00428,K03782,K00432,K00433,K03386,K03564,K11065,K07223) 
MF0131	GMM	superoxide dismutase	(K00518,K04564,K04565) 
MF0132	GMM	superoxide reductase	K05919 
MF0133	GMM	menaquinone production	((K01851+K02551+K08680+K02549+K01911+K01661+K12073),(K02361+K02551+K08680+K02549+K01911+K01661+K12073),(K02552+K02551+K08680+K02549+K01911+K01661+K12073),(K04781+K02551+K08680+K02549+K01911+K01661+K12073),(K11782+K11783+K11784+K11785)) (K02523,K00805) K02548 K03183 
